Lead Origin,Lead Source,Do Not Email,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Specialization,What is your current occupation,City,A free copy of Mastering The Interview,Last Notable Activity,lead_score,actual_converted,assigned_rep
Landing Page Submission,Direct Traffic,No,0,2.0,122,2.0,SMS Sent,IT Projects Management,Unemployed,Mumbai,Yes,SMS Sent,0.3469954705338455,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,2.0,109,2.0,SMS Sent,Travel and Tourism,Unemployed,Mumbai,Yes,SMS Sent,0.3467274113280101,0,Rep_C
API,Referral Sites,No,0,4.0,237,4.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.34608838999740094,0,Rep_D
API,Organic Search,No,0,3.0,169,3.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.3459909908312313,0,Rep_B
API,Organic Search,No,1,8.0,257,4.0,Email Opened,Finance Management,Working Professional,Mumbai,Yes,Email Opened,0.3454802538922758,1,Rep_C
Landing Page Submission,Google,No,0,4.0,285,4.0,Form Submitted on Website,Operations Management,Unemployed,Mumbai,No,Modified,0.34472726814349663,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,6.0,169,6.0,SMS Sent,Travel and Tourism,Unemployed,Other Cities of Maharashtra,No,SMS Sent,0.3436824369085515,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,5.0,149,5.0,SMS Sent,International Business,Unemployed,Mumbai,No,SMS Sent,0.34364879922853436,0,Rep_C
API,Google,No,0,2.0,423,2.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.34358927711923115,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Supply Chain Management,Unemployed,Mumbai,No,Modified,0.34251336989614567,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,3.0,341,1.5,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,Yes,Modified,0.3421755440997078,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,4.0,177,4.0,SMS Sent,Marketing Management,Unemployed,Mumbai,No,Modified,0.34206231502674567,0,Rep_D
API,Olark Chat,No,1,0.0,0,0.0,Olark Chat Conversation,Operations Management,Unemployed,Mumbai,No,Modified,0.3400692520122425,1,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Operations Management,Unemployed,Mumbai,No,Modified,0.3400692520122425,0,Rep_C
API,Olark Chat,No,1,4.0,40,2.0,Page Visited on Website,Finance Management,Unemployed,Mumbai,No,Page Visited on Website,0.3397897767955113,1,Rep_D
Landing Page Submission,Direct Traffic,Yes,0,2.0,402,2.0,Unsubscribed,Media and Advertising,Unemployed,Other Metro Cities,No,Unsubscribed,0.3396233838959029,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Marketing Management,Unemployed,Mumbai,No,Modified,0.3388503685545994,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,7.0,171,2.33,Page Visited on Website,Human Resource Management,Unemployed,Thane & Outskirts,Yes,Page Visited on Website,0.3386924435035263,0,Rep_D
API,Organic Search,No,0,3.0,98,3.0,Page Visited on Website,Finance Management,Unemployed,Mumbai,No,Modified,0.338667513986397,0,Rep_B
API,Olark Chat,No,0,8.0,180,2.67,Olark Chat Conversation,"Banking, Investment And Insurance",Unemployed,Mumbai,No,Modified,0.33853041043119775,0,Rep_C
Landing Page Submission,Google,No,0,4.0,381,4.0,Email Opened,Marketing Management,Unemployed,Mumbai,No,Modified,0.33773176277143313,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,3.0,180,3.0,SMS Sent,Hospitality Management,Unemployed,Mumbai,Yes,SMS Sent,0.3376960080664391,0,Rep_B
API,Google,No,0,3.0,88,1.5,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.33739407956246076,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,3.0,173,3.0,SMS Sent,Marketing Management,Unemployed,Mumbai,Yes,SMS Sent,0.337039451676194,0,Rep_D
API,Google,No,1,2.0,235,2.0,SMS Sent,Marketing Management,Unemployed,Mumbai,No,Modified,0.33641686545664246,1,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,1,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,1,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,1,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,1,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33520656906593854,0,Rep_D
Landing Page Submission,Organic Search,No,0,6.0,114,6.0,Page Visited on Website,IT Projects Management,Unemployed,Mumbai,Yes,Modified,0.3347961347955727,0,Rep_B
API,Google,No,0,2.0,403,2.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.3347467495337024,0,Rep_C
API,Organic Search,No,0,3.0,236,1.5,Email Opened,Finance Management,Unemployed,Mumbai,No,Modified,0.33425746638584714,0,Rep_D
Landing Page Submission,Google,No,0,3.0,358,3.0,Email Opened,Operations Management,Unemployed,Other Cities of Maharashtra,No,Email Opened,0.33423074118759555,0,Rep_B
API,Organic Search,No,0,5.0,22,5.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.3341686064477259,0,Rep_C
Landing Page Submission,Google,No,0,3.0,26,3.0,Page Visited on Website,Human Resource Management,Unemployed,Mumbai,No,Modified,0.33315856875635336,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,5.0,131,2.5,Page Visited on Website,Marketing Management,Unemployed,Mumbai,No,Modified,0.33164469074766495,0,Rep_B
Landing Page Submission,Organic Search,No,0,4.0,337,4.0,Email Opened,Human Resource Management,Unemployed,Mumbai,Yes,Email Opened,0.33142524822906017,0,Rep_C
API,Google,No,0,2.0,393,2.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.33036815423876675,0,Rep_D
Landing Page Submission,Organic Search,No,0,3.0,166,3.0,Converted to Lead,Retail Management,Unemployed,Mumbai,No,Modified,0.3302063225574195,0,Rep_B
Landing Page Submission,Google,No,0,4.0,475,4.0,Email Opened,IT Projects Management,Unemployed,Mumbai,No,Email Opened,0.3298855310592427,0,Rep_C
API,Organic Search,No,1,6.0,356,2.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.32983002188664046,1,Rep_D
API,Google,No,1,5.0,837,5.0,Email Opened,Supply Chain Management,Unemployed,Thane & Outskirts,No,Email Opened,0.3283139643858794,1,Rep_B
API,Organic Search,No,1,5.0,8,5.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.3280520788568323,1,Rep_C
Landing Page Submission,Google,No,0,3.0,315,3.0,Email Opened,Supply Chain Management,Unemployed,Other Metro Cities,No,Email Opened,0.3277351814673755,0,Rep_D
API,Organic Search,No,0,3.0,452,3.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.3265470187259698,0,Rep_B
Landing Page Submission,Google,No,1,5.0,542,5.0,Email Opened,International Business,Unemployed,Mumbai,No,Email Opened,0.32649057533162146,1,Rep_C
Landing Page Submission,Google,No,0,2.0,312,2.0,Email Opened,Marketing Management,Unemployed,Mumbai,No,Email Opened,0.3264593729879439,0,Rep_D
Landing Page Submission,Direct Traffic,Yes,0,4.0,1410,4.0,Email Bounced,Marketing Management,Unemployed,Mumbai,No,Modified,0.3258647206563221,0,Rep_B
Landing Page Submission,Organic Search,No,0,3.0,166,3.0,Email Opened,Supply Chain Management,Unemployed,Other Metro Cities,Yes,Email Opened,0.3250913461775568,0,Rep_C
Landing Page Submission,Organic Search,No,0,2.0,73,2.0,Converted to Lead,Supply Chain Management,Unemployed,Mumbai,No,Modified,0.3246963446635438,0,Rep_D
Landing Page Submission,Google,No,0,5.0,228,2.5,Email Opened,Finance Management,Unemployed,Mumbai,No,Modified,0.32467271971628653,0,Rep_B
Landing Page Submission,Direct Traffic,No,1,2.0,62,2.0,SMS Sent,Media and Advertising,Unemployed,Mumbai,Yes,SMS Sent,0.322462106998273,1,Rep_C
Landing Page Submission,Google,No,1,6.0,274,2.0,Email Opened,Marketing Management,Unemployed,Mumbai,No,Email Opened,0.32186312307063886,1,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,61,2.0,SMS Sent,Marketing Management,Unemployed,Mumbai,Yes,SMS Sent,0.32143814435246204,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,2.0,590,2.0,Email Opened,Operations Management,Unemployed,Other Metro Cities,Yes,Email Opened,0.32134284171463506,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,2.0,287,2.0,Page Visited on Website,Finance Management,Unemployed,Mumbai,Yes,Modified,0.32125845228764377,0,Rep_D
Landing Page Submission,Direct Traffic,No,1,4.0,818,4.0,Email Opened,Healthcare Management,Unemployed,Mumbai,Yes,Email Opened,0.32054044036046014,1,Rep_B
Landing Page Submission,Direct Traffic,Yes,0,3.0,1237,1.0,Email Bounced,IT Projects Management,Unemployed,Tier II Cities,Yes,Modified,0.32021367710847126,0,Rep_C
API,Google,No,0,3.0,538,1.5,Email Opened,Finance Management,Unemployed,Mumbai,No,Modified,0.31968496584358985,0,Rep_D
Landing Page Submission,Organic Search,No,0,4.0,271,4.0,Email Opened,Travel and Tourism,Unemployed,Other Cities,Yes,Email Opened,0.3186148195709452,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,2.0,33,2.0,SMS Sent,IT Projects Management,Unemployed,Other Cities,Yes,SMS Sent,0.3179469579266738,0,Rep_C
API,Google,No,1,3.0,736,3.0,Email Opened,Marketing Management,Unemployed,Other Cities,No,Email Opened,0.31763660086202655,1,Rep_D
API,Google,No,0,3.0,641,1.5,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.3170604430756171,0,Rep_B
